LOAD_ZONE	TIMEPOINT	lz_demand_mw
S15	587862	502.696278581886
S15	587866	569.493518905507
S15	587870	633.550465286178
S15	587874	611.497623554825
S15	587878	651.056754159807
S16	324505	466.855944769014
S16	324509	456.436086223129
S16	324513	448.649582839261
S16	324517	486.41005315679
S16	324521	508.970343230741
S16	324525	500.063217593224
S16	325036	466.401696360269
S16	325040	459.324420444772
S16	325044	481.481886458139
S16	325048	475.454524317572
S16	325052	481.304043920753
S16	325056	507.453324960027
S16	412249	744.734851722874
S16	412253	707.361768869961
S16	412257	649.827146686755
S16	412261	597.170368448693
S16	412265	579.958824926073
S16	412269	557.057541682295
S16	412708	704.091543254218
S16	412712	693.40751238498
S16	412716	726.856971427907
S16	412720	717.757916376388
S16	412724	726.588495932252
S16	412728	766.064097727038
S16	499897	1214.93874612707
S16	499901	1153.96938728052
S16	499905	1060.10908039083
S16	499909	974.2063460423
S16	499913	946.127935238902
S16	499917	908.767448772436
S16	500186	1111.37421118486
S16	500190	1116.77248486497
S16	500194	1085.955360435
S16	500198	1027.01760996269
S16	500202	1160.29639621743
S16	500206	1214.63796254958
S16	587569	1970.61329331717
S16	587573	1871.72186408995
S16	587577	1719.48178691629
S16	587581	1580.14877874684
S16	587585	1534.60599746607
S16	587589	1474.00782203516
S16	587858	1802.63309684726
S16	587862	1811.38901965317
S16	587866	1761.40408398699
S16	587870	1665.80789452544
S16	587874	1881.98418221731
S16	587878	1970.12542665056
S17	324505	157.254407332849
S17	324509	165.501687352527
S17	324513	158.961621161027
S17	324517	157.588865431367
S17	324521	163.468074657121
S17	324525	175.323203884103
S17	325036	169.52861658689
S17	325040	158.61104459993
S17	325044	165.269312850344
S17	325048	165.034251937731
S17	325052	169.840240196754
S17	325056	177.084145920878
S17	412249	245.940550055217
S17	412253	238.83256066977
S17	412257	238.40585672562
S17	412261	242.918063784154
S17	412265	240.881862506806
S17	412269	239.530633350331
S17	412708	236.206834206425
S17	412712	220.995212899182
S17	412716	230.272280667391
S17	412720	229.944766675171
S17	412724	236.641024184683
S17	412728	246.734069670653
S17	499897	388.971470104415
S17	499901	377.729708304162
S17	499905	377.054847406201
S17	499909	384.191205410521
S17	499913	380.970816564108
S17	499917	378.833757053897
S17	500186	394.971220280589
S17	500190	393.511981584559
S17	500194	361.66032315051
S17	500198	364.913271075333
S17	500202	377.288680787512
S17	500206	390.95757388745
S17	587569	612.084142339853
S17	587573	594.394145363856
S17	587577	593.332186619641
S17	587581	604.561934568332
S17	587585	599.49434196436
S17	587589	596.131472607681
S17	587858	621.525328193025
S17	587862	619.22907529435
S17	587866	569.107417195691
S17	587870	574.226244651357
S17	587874	593.700146009084
S17	587878	615.209468293222
S18	324505	267.48590037921
S18	324509	226.03478097738
S18	324513	294.967402486297
S18	324517	356.256296612114
S18	324521	358.081825568474
S18	324525	338.663976514181
S18	325036	241.203414332218
S18	325040	263.084107185622
S18	325044	352.972504879965
S18	325048	356.08751619825
S18	325052	331.567097672003
S18	325056	353.389730063038
S18	412249	427.320713850239
S18	412253	332.807287686028
S18	412257	408.335403602915
S18	412261	486.890029536885
S18	412265	511.297606359607
S18	412269	462.906643636729
S18	412708	329.461712322841
S18	412712	359.348729280087
S18	412716	482.128025354003
S18	412720	486.382844738167
S18	412724	452.890204939117
S18	412728	482.697916636928
S18	499897	595.896013027914
S18	499901	464.097642381646
S18	499905	569.421118842365
S18	499909	678.965044240181
S18	499913	713.001254620166
S18	499917	645.520365399217
S18	500186	545.348357080489
S18	500190	490.019583172024
S18	500194	641.328207100941
S18	500198	693.274963731963
S18	500202	723.810850526701
S18	500206	721.007505406995
S18	587569	826.498113381956
S18	587573	643.695909130836
S18	587577	789.777864180828
S18	587581	941.713513512833
S18	587585	988.921185742067
S18	587589	895.326285942261
S18	587858	756.389333724002
S18	587862	679.649220933651
S18	587866	889.511830317835
S18	587870	961.561139951057
S18	587874	1003.91392009143
S18	587878	1000.02572583951
S19	324505	279.50930616388
S19	324509	248.186773755387
S19	324513	223.783365804802
S19	324517	274.264045166315
S19	324521	273.173693186144
S19	324525	309.901875620664
S19	325036	266.409592772095
S19	325040	259.272644119962
S19	325044	320.478662608407
S19	325048	328.71929569187
S19	325052	296.990519155846
S19	325056	326.532620561228
S19	412249	533.041415470485
S19	412253	449.187618248207
S19	412257	463.369226502353
S19	412261	555.107069726151
S19	412265	568.546454381767
S19	412269	535.826163281974
S19	412708	435.898812963022
S19	412712	424.221352653611
S19	412716	524.366510820381
S19	412720	537.849817265047
S19	412724	485.935260116749
S19	412728	534.271984035154
S19	499897	1022.63078239813
S19	499901	861.758715478559
S19	499905	888.965886860918
S19	499909	1064.96336035679
S19	499913	1090.7465885384
S19	499917	1027.97327315137
S19	500186	956.389282376968
S19	500190	847.817581582557
S19	500194	942.836443576942
S19	500198	1079.37670079854
S19	500202	1050.33978314363
S19	500206	1078.16664706642
S19	587569	1951.24951257571
S19	587573	1644.29460023897
S19	587577	1696.20774505347
S19	587581	2032.02296818615
S19	587585	2081.21913193159
S19	587589	1961.44335052547
S19	587858	1824.85619755592
S19	587862	1617.69396275813
S19	587866	1798.99645368966
S19	587870	2059.5246080699
S19	587874	2004.12018215581
S19	587878	2057.21574274368
S2	324505	29.5742196267957
S2	324509	25.3850796432432
S2	324513	30.811164173924
S2	324517	34.9765472199516
S2	324521	39.7976217416656
S2	324525	39.1831089576889
S2	325036	33.3515726932503
S2	325040	37.4456849267033
S2	325044	42.7830768906245
S2	325048	42.9145319449288
S2	325052	39.5727227330968
S2	325056	40.6227793716962
S2	412249	54.0138452780785
S2	412253	44.6877604096951
S2	412257	55.8461797442164
S2	412261	62.5762771753324
S2	412265	63.2209473889204
S2	412269	51.6774565845378
S2	412708	45.5552528783153
S2	412712	51.1474424827623
S2	412716	58.4378405357551
S2	412720	58.6173963334995
S2	412724	54.0527850896375
S2	412728	55.4870681487278
S2	499897	75.3218767317967
S2	499901	62.316725714864
S2	499905	77.8770525405052
S2	499909	87.2621197670599
S2	499913	88.1611072416705
S2	499917	72.0638013204566
S2	500186	73.5148515730997
S2	500190	64.6667634421177
S2	500194	81.2407137290647
S2	500198	88.7463541211149
S2	500202	85.8774377172404
S2	500206	85.5848142775182
S2	587569	104.470343843405
S2	587573	86.4323891690655
S2	587577	108.014335402015
S2	587581	121.031286687534
S2	587585	122.278169195758
S2	587589	99.9514407934664
S2	587858	101.964026318486
S2	587862	89.6918572023086
S2	587866	112.679684384128
S2	587870	123.089898076951
S2	587874	119.11075289131
S2	587878	118.704888450713
S20	324505	1151.24202341899
S20	324509	1163.98597783873
S20	324513	1141.94228630572
S20	324517	1052.14767354077
S20	324521	1061.36260351014
S20	324525	1114.42506128258
S20	325036	1164.4596073287
S20	325040	1180.30806952355
S20	325044	1105.11434611936
S20	325048	1099.64810660465
S20	325052	1070.13400872253
S20	325056	1139.00622618537
S20	412249	1949.07552277704
S20	412253	1925.27001136082
S20	412257	1629.58249843958
S20	412261	1577.1961756756
S20	412265	1654.07043009807
S20	412269	1669.12855154928
S20	412708	1992.35837291863
S20	412712	2019.47465600228
S20	412716	1890.82026260607
S20	412720	1881.46767708316
S20	412724	1830.96986705651
S20	412728	1948.80833758822
S20	499897	3113.35627674176
S20	499901	3075.33053709103
S20	499905	2603.01401392425
S20	499909	2519.33470807557
S20	499913	2642.12981772069
S20	499917	2666.18291180976
S20	500186	3176.71629961154
S20	500190	3143.26038679426
S20	500194	2977.12958102042
S20	500198	2984.01553782263
S20	500202	3042.35848092639
S20	500206	3220.7722535348
S20	587569	5079.30962756317
S20	587573	5017.27223500838
S20	587577	4246.70772194569
S20	587581	4110.18845911663
S20	587585	4310.52350823952
S20	587589	4349.76511810344
S20	587858	5182.67883608238
S20	587862	5128.0969235203
S20	587866	4857.06151150989
S20	587870	4868.29565998873
S20	587874	4963.47971419451
S20	587878	5254.55426922364
S21	324505	441.15582279883
S21	324509	440.138961902146
S21	324513	409.868731843138
S21	324517	423.39841690393
S21	324521	409.936227524326
S21	324525	447.460290791212
S21	325036	488.172258413565
S21	325040	472.307512246644
S21	325044	454.864529447384
S21	325048	388.848278070656
S21	325052	489.138456909656
S21	325056	493.611802593413
S21	412249	560.12642120587
S21	412253	539.881501924075
S21	412257	561.640092897641
S21	412261	554.524040248471
S21	412265	562.263677600194
S21	412269	575.445459750137
S21	412708	727.909696669939
S21	412712	704.253902283676
S21	412716	678.244812050466
S21	412720	579.808514848565
S21	412724	729.350387414018
S21	412728	736.020556895473
S21	499897	764.513915999216
S21	499901	736.881720956724
S21	499905	766.57991936703
S21	499909	756.867252598764
S21	499913	767.431047192565
S21	499917	785.422799607325
S21	500186	895.364315198029
S21	500190	875.167178296283
S21	500194	900.261258405778
S21	500198	795.295188684358
S21	500202	848.383778957177
S21	500206	852.522535329575
S21	587569	1061.80467365435
S21	587573	1023.42735543236
S21	587577	1064.67406816219
S21	587581	1051.18450995746
S21	587585	1065.85616764281
S21	587589	1090.84423705716
S21	587858	1243.53788022032
S21	587862	1215.48683509489
S21	587866	1250.33906078197
S21	587870	1104.55562757963
S21	587874	1178.28837735662
S21	587878	1184.03654068938
S22	324505	757.27211066255
S22	324509	731.847529108229
S22	324513	691.678917486511
S22	324517	738.72636238099
S22	324521	770.810062150279
S22	324525	719.304899822077
S22	325036	624.988412785332
S22	325040	658.917292354487
S22	325044	675.1301172124
S22	325048	632.948775238288
S22	325052	651.428383203171
S22	325056	663.078308437481
S22	412249	913.116084949268
S22	412253	926.394882710496
S22	412257	936.300994051655
S22	412261	948.352805013547
S22	412265	933.490531574026
S22	412269	927.232181910272
S22	412708	981.743431987183
S22	412712	1035.03954754756
S22	412716	1060.5069546108
S22	412720	994.24771749801
S22	412724	1023.27582965831
S22	412728	1041.57574906155
S22	499897	1514.48337291621
S22	499901	1536.50742741834
S22	499905	1552.93758472663
S22	499909	1572.92657365823
S22	499913	1548.27618541198
S22	499917	1537.89616181599
S22	500186	1634.45345139197
S22	500190	1616.67417653749
S22	500194	1645.10961435667
S22	500198	1596.3852144195
S22	500202	1681.63451507183
S22	500206	1981.39152032173
S22	587569	2511.01446456671
S22	587573	2547.53036194284
S22	587577	2574.77157395877
S22	587581	2607.91333123185
S22	587585	2567.04297071788
S22	587589	2549.83288452071
S22	587858	2709.92493645112
S22	587862	2680.44688662403
S22	587866	2727.59286190983
S22	587870	2646.80777360344
S22	587874	2788.15117219092
S22	587878	3285.14849120958
S3	324505	467.92507433828
S3	324509	457.705390783805
S3	324513	456.417570398275
S3	324517	483.702467898129
S3	324521	498.112349216908
S3	324525	507.935167330793
S3	325036	560.957346495909
S3	325040	544.198149275805
S3	325044	576.073297654774
S3	325048	584.917499782625
S3	325052	563.595146914289
S3	325056	549.317554075707
S3	412249	609.487295516054
S3	412253	743.861192763355
S3	412257	738.712750140411
S3	412261	780.232595554979
S3	412265	693.426029155121
S3	412269	776.383781905377
S3	412708	801.067628167903
S3	412712	777.134880961774
S3	412716	822.653759837224
S3	412720	835.283604273439
S3	412724	804.834503738624
S3	412728	784.445578444046
S3	499897	859.65829011947
S3	499901	1049.18748226858
S3	499905	1041.92580279703
S3	499909	1100.48794113478
S3	499913	978.050631954679
S3	499917	1095.05933813461
S3	500186	1098.37235900757
S3	500190	1077.39631406191
S3	500194	1114.69990179815
S3	500198	1142.44324131766
S3	500202	1114.26330214823
S3	500206	1149.136699186
S3	587569	1216.95357071377
S3	587573	1485.2557900855
S3	587577	1474.97597674123
S3	587581	1557.87799045746
S3	587585	1384.55270259849
S3	587589	1550.19312557455
S3	587858	1554.88311999156
S3	587862	1525.18891115361
S3	587866	1577.99679402735
S3	587870	1617.2709527016
S3	587874	1577.37873274758
S3	587878	1626.74637746853
S4	324505	1482.98315390593
S4	324509	1243.2127593913
S4	324513	1602.4348822525
S4	324517	2007.39737366879
S4	324521	2011.74687248933
S4	324525	1769.75160338158
S4	325036	1529.11427104547
S4	325040	1607.46562787625
S4	325044	2122.7969366658
S4	325048	2221.3908929052
S4	325052	1986.79364510195
S4	325056	1953.3612873528
S4	412249	2288.02355790093
S4	412253	1848.42322810695
S4	412257	2269.61964696094
S4	412261	2777.24860482834
S4	412265	2899.29037826039
S4	412269	2483.0529152632
S4	412708	2145.0880078425
S4	412712	2255.00167428222
S4	412716	2977.92410819191
S4	412720	3116.23470876612
S4	412724	2787.13455420962
S4	412728	2740.23462590501
S4	499897	3238.4434578926
S4	499901	2616.23797089368
S4	499905	3212.39476412918
S4	499909	3930.88722543526
S4	499913	4103.62381348124
S4	499917	3514.4858719953
S4	500186	3175.80535197938
S4	500190	2815.13182662638
S4	500194	3533.99524883705
S4	500198	3950.24278921901
S4	500202	3965.51778305231
S4	500206	4026.16989095197
S4	587569	4575.50786088089
S4	587573	3696.41080889797
S4	587577	4538.70437654346
S4	587581	5553.84265128393
S4	587585	5797.89743462124
S4	587589	4965.52060993329
S4	587858	4487.00820055854
S4	587862	3977.4224776884
S4	587866	4993.08487290745
S4	587870	5581.18959601087
S4	587874	5602.77121547341
S4	587878	5688.46491372141
S5	324505	36.7057192385396
S5	324509	31.2726110748735
S5	324513	37.2150324229063
S5	324517	40.3138970408305
S5	324521	43.0779957038129
S5	324525	40.5731127024391
S5	325036	35.0344946463594
S5	325040	34.2711761654416
S5	325044	47.1954866904705
S5	325048	45.9541172155307
S5	325052	42.3993456550788
S5	325056	45.8824746959906
S5	412249	60.3500309174869
S5	412253	51.3080664549243
S5	412257	56.7607248745837
S5	412261	64.6677383440312
S5	412265	65.7330488947827
S5	412269	61.8181267294767
S5	412708	50.6229550759958
S5	412712	49.5200010428855
S5	412716	68.1949326410425
S5	412720	66.4012207066498
S5	412724	61.2647675388036
S5	412728	66.2977011301634
S5	499897	87.9860626069807
S5	499901	74.8035200432352
S5	499905	82.7531090955188
S5	499909	94.2809736480365
S5	499913	95.8341208360215
S5	499917	90.1264421239918
S5	500186	79.7757863058303
S5	500190	74.8090081958429
S5	500194	93.4742152147015
S5	500198	100.468865713242
S5	500202	93.4138455360166
S5	500206	105.723771835134
S5	587569	127.946822966816
S5	587573	108.777145523809
S5	587577	120.337211209153
S5	587581	137.100703078028
S5	587585	139.35924542456
S5	587589	131.059301818928
S5	587858	116.007673318715
S5	587862	108.785126238815
S5	587866	135.927537972232
S5	587870	146.098959246633
S5	587874	135.839750107172
S5	587878	153.740493864318
S6	324505	1076.89843379273
S6	324509	882.114199216799
S6	324513	1369.79923349897
S6	324517	1719.70127295408
S6	324521	1799.46575640196
S6	324525	1486.14967621382
S6	325036	1049.2780762533
S6	325040	1240.7633419155
S6	325044	1721.33642964151
S6	325048	1830.62328202207
S6	325052	1568.62031711483
S6	325056	1449.12492900772
S6	412249	1888.21384273998
S6	412253	1500.11941306548
S6	412257	2117.10249761614
S6	412261	2591.39987654835
S6	412265	2690.66675980988
S6	412269	2203.62407941053
S6	412708	1505.46421690654
S6	412712	1780.19998242318
S6	412716	2469.70794370945
S6	412720	2626.50855677931
S6	412724	2250.59668239831
S6	412728	2079.14925111015
S6	499897	2707.95870914347
S6	499901	2151.37784577997
S6	499905	3036.21656445959
S6	499909	3716.42432956083
S6	499913	3858.78671192083
S6	499917	3160.30042913934
S6	500186	2335.18750401693
S6	500190	2167.05830802381
S6	500194	3214.46896369215
S6	500198	3517.5422646077
S6	500202	3597.83139055519
S6	500206	3260.05101715726
S6	587569	3884.88783520631
S6	587573	3086.40659615027
S6	587577	4355.81264828511
S6	587581	5331.65133560784
S6	587585	5535.88705218429
S6	587589	4533.82566407154
S6	587858	3350.10334413505
S6	587862	3108.90207838042
S6	587866	4611.53684933616
S6	587870	5046.33143314097
S6	587874	5161.51570372809
S6	587878	4676.92970943126
S7	324505	334.351546660311
S7	324509	304.876619445146
S7	324513	341.045716921902
S7	324517	378.226919187267
S7	324521	390.349078823454
S7	324525	338.819926307948
S7	325036	324.822643069628
S7	325040	321.290775321825
S7	325044	396.679983258427
S7	325048	392.705057190299
S7	325052	359.586972696634
S7	325056	342.616369166466
S7	412249	536.619744121435
S7	412253	490.745952626712
S7	412257	516.044045581741
S7	412261	580.286193013776
S7	412265	584.594121961809
S7	412269	540.663922317547
S7	412708	485.715849000801
S7	412712	480.434554182586
S7	412716	593.166021399222
S7	412720	587.222209811302
S7	412724	537.699866248347
S7	412728	512.323276045722
S7	499897	863.176141498124
S7	499901	789.386157487876
S7	499905	830.079237650133
S7	499909	933.415519159352
S7	499913	940.345009786461
S7	499917	869.681377597043
S7	500186	797.017688346157
S7	500190	742.687855492067
S7	500194	904.338932030878
S7	500198	890.06579754676
S7	500202	681.458835905739
S7	500206	977.452129055681
S7	587569	1380.24911115551
S7	587573	1262.25632272468
S7	587577	1327.3259939353
S7	587581	1492.56435473576
S7	587585	1503.64485478553
S7	587589	1390.65121324305
S7	587858	1274.45940987862
S7	587862	1187.58408988201
S7	587866	1446.06986582431
S7	587870	1423.24662009498
S7	587874	1089.67672683294
S7	587878	1562.98044798206
S8	324505	292.679692413604
S8	324509	238.87978303859
S8	324513	332.579746443612
S8	324517	435.384703426211
S8	324521	445.266032317959
S8	324525	392.18234662653
S8	325036	301.404831644707
S8	325040	314.092222611072
S8	325044	439.302191181249
S8	325048	461.987297387944
S8	325052	417.307729240868
S8	325056	427.263238442701
S8	412249	530.583228669289
S8	412253	418.323474141885
S8	412257	510.148048626543
S8	412261	617.90627742821
S8	412265	667.488563615087
S8	412269	588.586315607464
S8	412708	428.794889077866
S8	412712	446.844660783327
S8	412716	624.975164835036
S8	412720	657.248229425739
S8	412724	593.684648300881
S8	412728	607.847896582667
S8	499897	763.825558195423
S8	499901	602.216850962384
S8	499905	734.40715226103
S8	499909	889.53548051787
S8	499913	960.913947414158
S8	499917	847.326577194318
S8	500186	674.815955127431
S8	500190	598.423969492079
S8	500194	825.493934200536
S8	500198	880.964825703754
S8	500202	877.515084753206
S8	500206	905.542592855603
S8	587569	1096.54846548215
S8	587573	864.542900829908
S8	587577	1054.31538289127
S8	587581	1277.01771129297
S8	587585	1379.4886845457
S8	587589	1216.42258237574
