PROJECT	timepoint	proj_max_capacity_factor
 299	412269	0.08
 299	412708	0
 299	412712	0.02
 299	412716	0.15
 299	412720	0.04
 299	412724	0
 299	412728	0
 299	499897	0.77
 299	499901	0.81
 299	499905	0.88
 299	499909	0.8
 299	499913	0.1
 299	499917	0.08
 299	500186	0
 299	500190	0
 299	500194	0
 299	500198	0
 299	500202	0.16
 299	500206	0.02
 299	587569	0.77
 299	587573	0.81
 299	587577	0.88
 299	587581	0.8
 299	587585	0.1
 299	587589	0.08
 299	587858	0
 299	587862	0
 299	587866	0
 299	587870	0
 299	587874	0.16
 299	587878	0.02
   3	324505	0.0516497
   3	324509	0
   3	324513	0
   3	324517	0.0109374
   3	324521	0.110568
   3	324525	0.112167
   3	325036	0.0603656
   3	325040	0
   3	325044	0.00565625
   3	325048	0.508313
   3	325052	0.728622
   3	325056	0.0578812
   3	412249	0.059732
   3	412253	0.000730631
   3	412257	0.00524586
   3	412261	0.0864564
   3	412265	0.281108
   3	412269	0.162398
   3	412708	0.0603656
   3	412712	0
   3	412716	0.00565625
   3	412720	0.508313
   3	412724	0.728622
   3	412728	0.0578812
   3	499897	0.059732
   3	499901	0.000730631
   3	499905	0.00524586
   3	499909	0.0864564
   3	499913	0.281108
   3	499917	0.162398
   3	500186	0.355909
   3	500190	0.0450629
   3	500194	0.0401734
   3	500198	0.431981
   3	500202	0.549352
   3	500206	0.404017
   3	587569	0.059732
   3	587573	0.000730631
   3	587577	0.00524586
   3	587581	0.0864564
   3	587585	0.281108
   3	587589	0.162398
   3	587858	0.355909
   3	587862	0.0450629
   3	587866	0.0401734
   3	587870	0.431981
   3	587874	0.549352
   3	587878	0.404017
 300	324505	0.86
 300	324509	0.74
 300	324513	0.07
 300	324517	0
 300	324521	0.11
 300	324525	0.62
 300	325036	0.75
 300	325040	0.26
 300	325044	0
 300	325048	0.07
 300	325052	0.59
 300	325056	0.88
 300	412249	0.84
 300	412253	0.93
 300	412257	0.66
 300	412261	0.4
 300	412265	0.51
 300	412269	0.92
 300	412708	0.75
 300	412712	0.26
 300	412716	0
 300	412720	0.07
 300	412724	0.59
 300	412728	0.88
 300	499897	0.84
 300	499901	0.93
 300	499905	0.66
 300	499909	0.4
 300	499913	0.51
 300	499917	0.92
 300	500186	0.46
 300	500190	0
 300	500194	0.12
 300	500198	0.07
 300	500202	0.01
 300	500206	0.05
 300	587569	0.84
 300	587573	0.93
 300	587577	0.66
 300	587581	0.4
 300	587585	0.51
 300	587589	0.92
 300	587858	0.46
 300	587862	0
 300	587866	0.12
 300	587870	0.07
 300	587874	0.01
 300	587878	0.05
 301	324505	0.01
 301	324509	0.15
 301	324513	0.55
 301	324517	0.42
 301	324521	0.13
 301	324525	0.07
 301	325036	0.3
 301	325040	0
 301	325044	0
 301	325048	0
 301	325052	0.19
 301	325056	0.06
 301	412249	0.01
 301	412253	0.06
 301	412257	0.22
 301	412261	0.31
 301	412265	0.07
 301	412269	0.1
 301	412708	0.3
 301	412712	0
 301	412716	0
 301	412720	0
 301	412724	0.19
 301	412728	0.06
 301	499897	0.01
 301	499901	0.06
 301	499905	0.22
 301	499909	0.31
 301	499913	0.07
 301	499917	0.1
 301	500186	0.07
 301	500190	0
 301	500194	0.64
 301	500198	0
 301	500202	0.05
 301	500206	0.16
 301	587569	0.01
 301	587573	0.06
 301	587577	0.22
 301	587581	0.31
 301	587585	0.07
 301	587589	0.1
 301	587858	0.07
 301	587862	0
 301	587866	0.64
 301	587870	0
 301	587874	0.05
 301	587878	0.16
  31	324505	0.0921821
  31	324509	0.00444659
  31	324513	0.00183204
  31	324517	0.040917
  31	324521	0.344753
  31	324525	0.493399
  31	325036	0.057454
  31	325040	0.0118682
  31	325044	0.442289
  31	325048	0.736317
  31	325052	0.430391
  31	325056	0.242036
  31	412249	0.000655599
  31	412253	8.79205e-05
  31	412257	0
  31	412261	0.122056
  31	412265	0.191511
  31	412269	0.0505208
  31	412708	0.057454
  31	412712	0.0118682
  31	412716	0.442289
  31	412720	0.736317
  31	412724	0.430391
  31	412728	0.242036
  31	499897	0.000655599
  31	499901	8.79205e-05
  31	499905	0
  31	499909	0.122056
  31	499913	0.191511
  31	499917	0.0505208
  31	500186	0.112326
  31	500190	0.151307
  31	500194	0.313521
  31	500198	0.554779
  31	500202	0.552913
  31	500206	0.302472
  31	587569	0.000655599
  31	587573	8.79205e-05
  31	587577	0
  31	587581	0.122056
  31	587585	0.191511
  31	587589	0.0505208
  31	587858	0.112326
  31	587862	0.151307
  31	587866	0.313521
  31	587870	0.554779
  31	587874	0.552913
  31	587878	0.302472
  32	324505	0.0197758
  32	324509	0
  32	324513	0
  32	324517	0.0230492
  32	324521	0.458677
  32	324525	0.0733017
  32	325036	0
  32	325040	0
  32	325044	0.21335
  32	325048	0.731987
  32	325052	0.0925754
  32	325056	0
  32	412249	0.00777275
  32	412253	0
  32	412257	0
  32	412261	0.0967505
  32	412265	0.240015
  32	412269	0.000354976
  32	412708	0
  32	412712	0
  32	412716	0.21335
  32	412720	0.731987
  32	412724	0.0925754
  32	412728	0
  32	499897	0.00777275
  32	499901	0
  32	499905	0
  32	499909	0.0967505
  32	499913	0.240015
  32	499917	0.000354976
  32	500186	0
  32	500190	0
  32	500194	0.116033
  32	500198	0.556828
  32	500202	0.557899
  32	500206	0.0963918
  32	587569	0.00777275
  32	587573	0
  32	587577	0
  32	587581	0.0967505
  32	587585	0.240015
  32	587589	0.000354976
  32	587858	0
  32	587862	0
  32	587866	0.116033
  32	587870	0.556828
  32	587874	0.557899
  32	587878	0.0963918
  33	324505	0.13728
  33	324509	0.0634522
  33	324513	0.000245445
  33	324517	0.0665681
  33	324521	0.487784
  33	324525	0.460379
  33	325036	0
  33	325040	0
  33	325044	0.0233595
  33	325048	0.927184
  33	325052	0.908466
  33	325056	0.278812
  33	412249	0.13981
  33	412253	0
  33	412257	0.0593968
  33	412261	0.204741
  33	412265	0.627132
  33	412269	0.321374
  33	412708	0
  33	412712	0
  33	412716	0.0233595
  33	412720	0.927184
  33	412724	0.908466
  33	412728	0.278812
  33	499897	0.13981
  33	499901	0
  33	499905	0.0593968
  33	499909	0.204741
  33	499913	0.627132
  33	499917	0.321374
  33	500186	0.0975763
  33	500190	0.0664655
  33	500194	0.43509
  33	500198	0.790243
  33	500202	1
  33	500206	0.606432
  33	587569	0.13981
  33	587573	0
  33	587577	0.0593968
  33	587581	0.204741
  33	587585	0.627132
  33	587589	0.321374
  33	587858	0.0975763
  33	587862	0.0664655
  33	587866	0.43509
  33	587870	0.790243
  33	587874	1
  33	587878	0.606432
  34	324505	0
  34	324509	0
  34	324513	0
  34	324517	0.078411
  34	324521	0.0731361
  34	324525	0.044996
  34	325036	0
  34	325040	0
  34	325044	0.0612724
  34	325048	0.207383
  34	325052	0.1304
  34	325056	0
  34	412249	0.00548834
  34	412253	0.000278249
  34	412257	0
  34	412261	0.0801695
  34	412265	0.064585
  34	412269	0.0505241
  34	412708	0
  34	412712	0
  34	412716	0.0612724
  34	412720	0.207383
  34	412724	0.1304
  34	412728	0
  34	499897	0.00548834
  34	499901	0.000278249
  34	499905	0
  34	499909	0.0801695
  34	499913	0.064585
  34	499917	0.0505241
  34	500186	0.000785253
  34	500190	0
  34	500194	0.0722709
  34	500198	0.0898772
  34	500202	0.112378
  34	500206	0.0308702
  34	587569	0.00548834
  34	587573	0.000278249
  34	587577	0
  34	587581	0.0801695
  34	587585	0.064585
  34	587589	0.0505241
  34	587858	0.000785253
  34	587862	0
  34	587866	0.0722709
  34	587870	0.0898772
  34	587874	0.112378
  34	587878	0.0308702
   4	324505	0.020285
   4	324509	0
   4	324513	0
   4	324517	0.0189387
   4	324521	0.0931464
   4	324525	0.0519774
   4	325036	0.00983417
   4	325040	0
   4	325044	0.0449878
   4	325048	0.141395
   4	325052	0.490323
   4	325056	0.0339205
   4	412249	0.0278695
   4	412253	0
   4	412257	0
   4	412261	0.01705
   4	412265	0.0964646
   4	412269	0.0918515
   4	412708	0.00983417
   4	412712	0
   4	412716	0.0449878
   4	412720	0.141395
   4	412724	0.490323
   4	412728	0.0339205
   4	499897	0.0278695
   4	499901	0
   4	499905	0
   4	499909	0.01705
   4	499913	0.0964646
   4	499917	0.0918515
   4	500186	0.0842261
   4	500190	0.00213489
   4	500194	0
   4	500198	0.182693
   4	500202	0.321025
   4	500206	0.20406
   4	587569	0.0278695
   4	587573	0
   4	587577	0
   4	587581	0.01705
   4	587585	0.0964646
   4	587589	0.0918515
   4	587858	0.0842261
   4	587862	0.00213489
   4	587866	0
   4	587870	0.182693
   4	587874	0.321025
   4	587878	0.20406
   6	324505	0.505969
   6	324509	0.635601
   6	324513	0.107171
   6	324517	0.286496
   6	324521	0.164008
   6	324525	0.000384647
   6	325036	0.12629
   6	325040	0.0190725
   6	325044	0.0179167
   6	325048	0.364485
   6	325052	0.0347388
   6	325056	0.173168
   6	412249	0.230066
   6	412253	0.48167
   6	412257	0.264955
   6	412261	0.205753
   6	412265	0.298865
   6	412269	0.0105065
   6	412708	0.12629
   6	412712	0.0190725
   6	412716	0.0179167
   6	412720	0.364485
   6	412724	0.0347388
   6	412728	0.173168
   6	499897	0.230066
   6	499901	0.48167
   6	499905	0.264955
   6	499909	0.205753
   6	499913	0.298865
   6	499917	0.0105065
   6	500186	0.777018
   6	500190	0.606734
   6	500194	0.301146
   6	500198	0.478813
   6	500202	0.104589
   6	500206	0
   6	587569	0.230066
   6	587573	0.48167
   6	587577	0.264955
   6	587581	0.205753
   6	587585	0.298865
   6	587589	0.0105065
   6	587858	0.777018
   6	587862	0.606734
   6	587866	0.301146
   6	587870	0.478813
   6	587874	0.104589
   6	587878	0
   7	324505	0
   7	324509	0.0361137
   7	324513	0
   7	324517	0.0635805
   7	324521	0.109046
   7	324525	0.00103527
   7	325036	0.0359637
   7	325040	0
   7	325044	0.00381128
   7	325048	0.154592
   7	325052	0.0729931
   7	325056	0
   7	412249	0.190002
   7	412253	0.202522
   7	412257	0.0565475
   7	412261	0.0252225
   7	412265	0.239277
   7	412269	0.0248001
   7	412708	0.0359637
   7	412712	0
   7	412716	0.00381128
   7	412720	0.154592
   7	412724	0.0729931
   7	412728	0
   7	499897	0.190002
   7	499901	0.202522
   7	499905	0.0565475
   7	499909	0.0252225
   7	499913	0.239277
   7	499917	0.0248001
   7	500186	0.00153883
   7	500190	0.463538
   7	500194	0.0646971
   7	500198	0.0686242
   7	500202	0.119026
   7	500206	0.0210631
   7	587569	0.190002
   7	587573	0.202522
   7	587577	0.0565475
   7	587581	0.0252225
   7	587585	0.239277
   7	587589	0.0248001
   7	587858	0.00153883
   7	587862	0.463538
   7	587866	0.0646971
   7	587870	0.0686242
   7	587874	0.119026
   7	587878	0.0210631
   8	324505	0.270686
   8	324509	0.247614
   8	324513	0
   8	324517	0.246196
   8	324521	0.200351
   8	324525	0
   8	325036	0
   8	325040	0
   8	325044	0.0195644
   8	325048	0.344941
   8	325052	0.0588084
   8	325056	0.00430107
   8	412249	0.15803
   8	412253	0.329896
   8	412257	0.0944512
   8	412261	0.116047
   8	412265	0.346157
   8	412269	0.00983407
   8	412708	0
   8	412712	0
   8	412716	0.0195644
   8	412720	0.344941
   8	412724	0.0588084
   8	412728	0.00430107
   8	499897	0.15803
   8	499901	0.329896
   8	499905	0.0944512
   8	499909	0.116047
   8	499913	0.346157
   8	499917	0.00983407
   8	500186	0.61769
   8	500190	0.667452
   8	500194	0.218514
   8	500198	0.400083
   8	500202	0.219288
   8	500206	0.0149165
   8	587569	0.15803
   8	587573	0.329896
   8	587577	0.0944512
   8	587581	0.116047
   8	587585	0.346157
   8	587589	0.00983407
   8	587858	0.61769
   8	587862	0.667452
   8	587866	0.218514
   8	587870	0.400083
   8	587874	0.219288
   8	587878	0.0149165
Canela_1	324505	0.0824176
Canela_1	324509	0
Canela_1	324513	0
Canela_1	324517	0.197802
Canela_1	324521	0
Canela_1	324525	0.021978
Canela_1	325036	0.153846
Canela_1	325040	0.0384615
Canela_1	325044	0.307692
Canela_1	325048	0.598901
Canela_1	325052	0.873626
Canela_1	325056	0.791209
Canela_1	412249	0.175824
Canela_1	412253	0.159341
Canela_1	412257	0
Canela_1	412261	0
Canela_1	412265	0.104396
Canela_1	412269	0.208791
Canela_1	412708	0.153846
Canela_1	412712	0.0384615
Canela_1	412716	0.307692
Canela_1	412720	0.598901
Canela_1	412724	0.873626
Canela_1	412728	0.791209
Canela_1	499897	0.175824
Canela_1	499901	0.159341
Canela_1	499905	0
Canela_1	499909	0
Canela_1	499913	0.104396
Canela_1	499917	0.208791
Canela_1	500186	0
Canela_1	500190	0
Canela_1	500194	0.17033
Canela_1	500198	0.032967
Canela_1	500202	0
Canela_1	500206	0
Canela_1	587569	0.175824
Canela_1	587573	0.159341
Canela_1	587577	0
Canela_1	587581	0
Canela_1	587585	0.104396
Canela_1	587589	0.208791
Canela_1	587858	0
Canela_1	587862	0
Canela_1	587866	0.17033
Canela_1	587870	0.032967
Canela_1	587874	0
Canela_1	587878	0
Canela_2	324505	0.238333
Canela_2	324509	0.00833333
Canela_2	324513	0.00166667
Canela_2	324517	0.161667
Canela_2	324521	0.005
Canela_2	324525	0.0333333
Canela_2	325036	0.263333
Canela_2	325040	0.08
Canela_2	325044	0.426667
Canela_2	325048	0.746667
Canela_2	325052	0.915
Canela_2	325056	0.861667
Canela_2	412249	0.405
Canela_2	412253	0.263333
Canela_2	412257	0
Canela_2	412261	0
Canela_2	412265	0.095
Canela_2	412269	0.353333
Canela_2	412708	0.263333
Canela_2	412712	0.08
Canela_2	412716	0.426667
Canela_2	412720	0.746667
Canela_2	412724	0.915
Canela_2	412728	0.861667
Canela_2	499897	0.405
Canela_2	499901	0.263333
Canela_2	499905	0
Canela_2	499909	0
Canela_2	499913	0.095
Canela_2	499917	0.353333
Canela_2	500186	0.00166667
Canela_2	500190	0.00833333
Canela_2	500194	0.155
Canela_2	500198	0.0283333
Canela_2	500202	0.00166667
Canela_2	500206	0
Canela_2	587569	0.405
Canela_2	587573	0.263333
Canela_2	587577	0
Canela_2	587581	0
Canela_2	587585	0.095
Canela_2	587589	0.353333
Canela_2	587858	0.00166667
Canela_2	587862	0.00833333
Canela_2	587866	0.155
Canela_2	587870	0.0283333
Canela_2	587874	0.00166667
Canela_2	587878	0
Lebu_(Cristoro)	324505	0.257576
Lebu_(Cristoro)	324509	0.272727
Lebu_(Cristoro)	324513	0.106061
Lebu_(Cristoro)	324517	0.030303
Lebu_(Cristoro)	324521	0.0909091
Lebu_(Cristoro)	324525	0.0151515
Lebu_(Cristoro)	325036	0.136364
Lebu_(Cristoro)	325040	0.136364
Lebu_(Cristoro)	325044	0.181818
Lebu_(Cristoro)	325048	0.212121
Lebu_(Cristoro)	325052	0.318182
Lebu_(Cristoro)	325056	0.257576
Lebu_(Cristoro)	412249	0.121212
Lebu_(Cristoro)	412253	0.19697
Lebu_(Cristoro)	412257	0.0909091
Lebu_(Cristoro)	412261	0.212121
Lebu_(Cristoro)	412265	0.106061
Lebu_(Cristoro)	412269	0.0606061
Lebu_(Cristoro)	412708	0.136364
Lebu_(Cristoro)	412712	0.136364
Lebu_(Cristoro)	412716	0.181818
Lebu_(Cristoro)	412720	0.212121
Lebu_(Cristoro)	412724	0.318182
Lebu_(Cristoro)	412728	0.257576
Lebu_(Cristoro)	499897	0.121212
Lebu_(Cristoro)	499901	0.19697
Lebu_(Cristoro)	499905	0.0909091
Lebu_(Cristoro)	499909	0.212121
Lebu_(Cristoro)	499913	0.106061
Lebu_(Cristoro)	499917	0.0606061
Lebu_(Cristoro)	500186	0.121212
Lebu_(Cristoro)	500190	0.030303
Lebu_(Cristoro)	500194	0.0909091
Lebu_(Cristoro)	500198	0.0606061
Lebu_(Cristoro)	500202	0.181818
Lebu_(Cristoro)	500206	0.257576
Lebu_(Cristoro)	587569	0.121212
Lebu_(Cristoro)	587573	0.19697
Lebu_(Cristoro)	587577	0.0909091
Lebu_(Cristoro)	587581	0.212121
Lebu_(Cristoro)	587585	0.106061
Lebu_(Cristoro)	587589	0.0606061
Lebu_(Cristoro)	587858	0.121212
Lebu_(Cristoro)	587862	0.030303
Lebu_(Cristoro)	587866	0.0909091
Lebu_(Cristoro)	587870	0.0606061
Lebu_(Cristoro)	587874	0.181818
Lebu_(Cristoro)	587878	0.257576
Monte_Redondo	324505	0.0125
Monte_Redondo	324509	0
Monte_Redondo	324513	0.0270833
Monte_Redondo	324517	0.1625
Monte_Redondo	324521	0.00416667
Monte_Redondo	324525	0.0625
Monte_Redondo	325036	0.610417
Monte_Redondo	325040	0.247917
Monte_Redondo	325044	0.385417
Monte_Redondo	325048	0.672917
Monte_Redondo	325052	0.854167
Monte_Redondo	325056	0.83125
Monte_Redondo	412249	0.175
Monte_Redondo	412253	0.154167
Monte_Redondo	412257	0
Monte_Redondo	412261	0
Monte_Redondo	412265	0.214583
Monte_Redondo	412269	0.391667
Monte_Redondo	412708	0.610417
Monte_Redondo	412712	0.247917
Monte_Redondo	412716	0.385417
Monte_Redondo	412720	0.672917
Monte_Redondo	412724	0.854167
Monte_Redondo	412728	0.83125
Monte_Redondo	499897	0.175
Monte_Redondo	499901	0.154167
Monte_Redondo	499905	0
Monte_Redondo	499909	0
Monte_Redondo	499913	0.214583
Monte_Redondo	499917	0.391667
Monte_Redondo	500186	0
Monte_Redondo	500190	0.0875
Monte_Redondo	500194	0.241667
Monte_Redondo	500198	0.0791667
Monte_Redondo	500202	0
Monte_Redondo	500206	0.0604167
Monte_Redondo	587569	0.175
Monte_Redondo	587573	0.154167
Monte_Redondo	587577	0
Monte_Redondo	587581	0
Monte_Redondo	587585	0.214583
Monte_Redondo	587589	0.391667
Monte_Redondo	587858	0
Monte_Redondo	587862	0.0875
Monte_Redondo	587866	0.241667
Monte_Redondo	587870	0.0791667
Monte_Redondo	587874	0
Monte_Redondo	587878	0.0604167
Totoral_(eolica)	324505	0.076087
Totoral_(eolica)	324509	0
Totoral_(eolica)	324513	0
Totoral_(eolica)	324517	0.197826
Totoral_(eolica)	324521	0.00217391
Totoral_(eolica)	324525	0
Totoral_(eolica)	325036	0.295652
Totoral_(eolica)	325040	0.108696
Totoral_(eolica)	325044	0.0956522
Totoral_(eolica)	325048	0.284783
Totoral_(eolica)	325052	0.91087
Totoral_(eolica)	325056	0.93913
Totoral_(eolica)	412249	0.182609
Totoral_(eolica)	412253	0.241304
Totoral_(eolica)	412257	0
Totoral_(eolica)	412261	0
Totoral_(eolica)	412265	0.123913
Totoral_(eolica)	412269	0
Totoral_(eolica)	412708	0.295652
Totoral_(eolica)	412712	0.108696
Totoral_(eolica)	412716	0.0956522
Totoral_(eolica)	412720	0.284783
Totoral_(eolica)	412724	0.91087
Totoral_(eolica)	412728	0.93913
Totoral_(eolica)	499897	0.182609
Totoral_(eolica)	499901	0.241304
Totoral_(eolica)	499905	0
Totoral_(eolica)	499909	0
Totoral_(eolica)	499913	0.123913
Totoral_(eolica)	499917	0
Totoral_(eolica)	500186	0.00217391
Totoral_(eolica)	500190	0
Totoral_(eolica)	500194	0.0826087
Totoral_(eolica)	500198	0.0717391
Totoral_(eolica)	500202	0.00217391
Totoral_(eolica)	500206	0.00869565
Totoral_(eolica)	587569	0.182609
Totoral_(eolica)	587573	0.241304
Totoral_(eolica)	587577	0
Totoral_(eolica)	587581	0
Totoral_(eolica)	587585	0.123913
Totoral_(eolica)	587589	0
Totoral_(eolica)	587858	0.00217391
Totoral_(eolica)	587862	0
Totoral_(eolica)	587866	0.0826087
Totoral_(eolica)	587870	0.0717391
Totoral_(eolica)	587874	0.00217391
Totoral_(eolica)	587878	0.00869565
